Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,Chloride,10mLandCover_AgriculturalExtraction,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total,Month,Phosphorus
0.49,2.7,0.019,1370.0,19.81,8.0,0.516,0.007,296.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.33630359999999715
0.65,51.7,0.104,514.0,15.77,9.0,0.767,0.013,210.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6795834999999926
0.21,21.1,0.184,472.0,19.96,9.0,0.414,0.02,13.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6737814999999929
0.36,4.9,0.301,1062.0,7.93,8.0,0.67,0.009,43.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5848199999999919
0.4,0.8,0.264,2285.0,14.04,8.0,0.676,0.012,640.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.18479850000000014
0.6,8.0,0.35,812.0,8.0,8.0,0.962,0.012,135.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6422144999999934
1.4,46.0,0.65,1357.0,5.0,8.0,2.108,0.058,372.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6967779999999965
0.44,9.2,0.524,932.0,17.5,9.0,0.977,0.013,45.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6577284999999938
0.55,6.7,0.047,568.0,18.23,8.0,0.615,0.018,194.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6386824999999937
1.01,11.3,0.4,397.0,23.58,8.0,1.47,0.06,101.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.674323499999996
0.9,27.0,0.58,1157.0,8.0,8.0,1.505,0.025,323.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6845444999999948
0.49,10.9,0.244,460.0,20.05,8.0,0.743,0.009,44.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.660743499999994
0.44,20.9,0.239,468.0,25.73,8.0,0.693,0.014,23.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6767019999999925
0.6,15.0,0.66,803.0,9.0,8.0,1.287,0.027,138.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6703974999999948
0.61,4.8,0.929,802.0,23.52,8.0,1.56,0.021,166.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5828429999999944
1.6,139.0,1.46,590.0,18.23,8.0,3.12,0.06,89.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7737894999999985
0.7,5.0,0.64,1032.0,10.0,8.0,1.352,0.012,237.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5919749999999921
0.4,10.0,0.21,632.0,10.0,8.0,0.616,0.006,86.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6594039999999941
1.35,7.2,0.69,1414.0,18.92,8.0,2.093,0.053,782.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6606069999999971
1.9,56.0,0.53,635.0,10.0,10.0,2.476,0.046,122.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.72631
0.83,17.6,0.1,750.0,22.05,9.0,0.939,0.009,336.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.673357499999994
2.9,7.0,1.01,932.0,8.0,8.0,4.465,0.555,205.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.8731740000000069
0.52,2.2,0.279,1260.0,25.56,8.0,0.813,0.014,343.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.25677494999999956
0.5,5.0,0.1,518.0,8.0,8.0,0.616,0.016,90.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5862999999999918
0.7,5.0,0.59,717.0,12.0,8.0,1.354,0.064,140.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5917719999999923
0.8,5.0,1.36,1406.0,16.0,8.0,2.256,0.096,371.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.5876604999999945
0.47,12.4,0.484,504.0,15.65,8.0,0.965,0.011,42.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6584794999999939
0.28,7.0,0.005,1036.0,21.7,8.0,0.287,0.002,218.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6383239999999933
0.6,5.0,0.77,897.0,8.0,8.0,1.382,0.012,114.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5897879999999928
0.69,54.8,0.142,765.0,13.59,8.0,0.834,0.002,128.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6798699999999925
0.84,9.0,0.33,457.0,15.8,8.0,1.181,0.011,94.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6705064999999947
0.4,3.6,0.166,1559.0,20.47,9.0,0.578,0.012,374.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5445554999999943
0.7,5.0,0.11,872.0,13.0,9.0,0.822,0.012,146.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5896099999999918
0.9,10.0,0.54,1339.0,7.0,8.0,1.441,0.001,301.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6688554999999955
1.4,49.0,0.19,639.0,7.0,8.0,1.632,0.042,118.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.7047764999999968
1.0,5.0,1.49,1561.0,12.0,8.0,2.598,0.108,346.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5939324999999943
0.15,3.8,0.141,408.0,15.81,8.0,0.297,0.006,12.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.558151499999993
1.19,6.3,0.64,1842.0,19.63,9.0,1.909,0.079,926.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6085349999999957
0.32,2.2,0.271,465.0,15.86,8.0,0.596,0.005,39.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.23704339999999963
0.5,5.0,0.1,775.0,9.0,8.0,0.619,0.019,97.2,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5862594999999919
0.38,5.3,0.005,772.0,23.56,9.0,0.388,0.003,147.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.584604499999992
0.38,12.0,0.393,553.0,18.24,9.0,0.782,0.009,36.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6577779999999939
0.5,23.0,0.12,495.0,6.0,8.0,0.628,0.008,78.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6769714999999926
1.1,6.0,0.79,1288.0,5.0,8.0,1.914,0.024,300.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6062994999999952
3.3,17.0,1.07,1380.0,6.0,8.0,4.752,0.382,194.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.9116175000000057
0.8,12.0,0.1,733.0,9.0,8.0,0.915,0.015,99.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6647609999999942
0.36,1.7,0.305,574.0,18.0,8.0,0.671,0.006,41.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.1715566499999997
0.5,5.0,0.27,723.0,11.0,9.0,0.78,0.01,122.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5867694999999917
0.53,1.0,0.42,1172.0,22.3,8.0,0.957,0.007,192.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.20204410000000012
0.22,29.7,0.168,481.0,19.18,8.0,0.396,0.008,14.2,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6731679999999927
0.6,5.0,0.59,1234.0,10.0,8.0,1.196,0.006,322.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5912929999999917
0.8,5.0,1.1,1079.0,12.0,8.0,1.966,0.066,258.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5869109999999939
0.64,22.5,0.38,587.0,17.7,8.0,1.031,0.011,94.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6784819999999924
0.39,3.8,0.365,1006.0,19.71,8.0,0.765,0.01,243.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5577444999999935
0.5,8.0,0.5,797.0,10.0,8.0,1.009,0.009,175.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6380484999999934
0.44,24.9,0.277,822.0,18.46,8.0,0.723,0.006,104.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6761284999999924
0.4,19.0,0.8,650.0,12.0,8.0,1.217,0.017,96.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6764514999999944
0.3,6.0,0.11,723.0,9.0,8.0,0.413,0.003,93.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5938249999999927
0.48,6.6,0.467,526.0,23.57,8.0,0.959,0.012,51.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6368289999999935
1.17,10.9,0.51,584.0,25.9,9.0,1.708,0.028,187.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6740984999999966
0.5,21.0,0.1,540.0,10.0,8.0,0.616,0.016,68.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6770579999999926
5.4,61.9,0.45,794.0,10.0,8.0,6.266,0.416,244.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.2947564999999917
0.5,5.0,0.8,1109.0,10.0,8.0,1.314,0.014,234.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5886024999999927
0.75,35.6,0.49,683.0,23.58,8.0,1.336,0.096,411.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6803894999999944
0.29,66.9,0.41,431.0,22.15,8.0,0.707,0.007,99.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6734454999999925
0.2,7.0,0.11,365.0,23.72,8.0,0.314,0.004,13.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6370539999999937
0.4,3.5,0.221,421.0,22.15,8.0,0.624,0.003,42.2,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.516018499999996
0.67,8.3,0.56,581.0,23.77,8.0,1.248,0.018,153.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6682544999999946
0.58,8.8,0.822,773.0,22.34,8.0,1.427,0.025,236.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6655824999999952
3.75,17.6,0.84,770.0,11.0,8.0,4.95,0.36,355.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9487030000000057
0.44,25.0,0.13,519.0,21.67,8.0,0.574,0.004,77.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6751729999999926
0.75,10.8,0.474,660.0,31.54,8.0,1.243,0.019,164.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6696069999999948
0.41,2.3,0.341,407.0,26.27,8.0,0.76,0.009,37.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.2849645999999989
0.6,5.0,1.25,1226.0,9.0,8.0,1.87,0.02,240.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5877354999999933
0.8,5.0,1.04,867.0,15.0,8.0,1.855,0.015,121.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5870029999999936
0.8,21.5,1.12,1139.0,27.31,8.0,1.954,0.034,1352.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6807639999999949
4.3,10.0,1.13,1103.0,9.0,8.0,5.485,0.055,188.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.2757469999999944
0.5,5.0,0.51,812.0,11.0,8.0,1.015,0.005,89.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5841774999999912
0.9,15.0,1.69,1342.0,15.0,8.0,2.639,0.049,370.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6835134999999962
0.5,5.0,1.01,992.0,10.0,8.0,1.528,0.018,130.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.587743499999993
1.16,14.9,1.3,903.0,30.1,8.0,2.505,0.045,398.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6784584999999966
0.5,5.0,1.5,1589.0,12.0,8.0,2.021,0.021,319.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5909084999999937
0.69,9.5,0.616,765.0,30.35,8.0,1.32,0.014,62.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6673649999999948
0.52,4.7,3.0,881.0,29.18,8.0,3.549,0.029,34.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6558239999999929
0.6,10.0,1.41,737.0,12.0,8.0,2.017,0.007,95.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6688309999999957
1.2,20.0,2.15,680.0,12.0,8.0,3.38,0.03,76.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.7730969999999958
0.46,3.5,0.384,245.0,28.67,8.0,0.852,0.008,52.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5179149999999957
0.85,7.8,0.52,610.0,28.52,8.0,1.38,0.01,95.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.649289499999995
0.62,23.2,1.71,4669.0,28.12,8.0,2.356,0.026,1610.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6883229999999945
0.27,13.4,0.242,522.0,29.63,8.0,0.52,0.008,23.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6556724999999939
1.21,36.3,2.24,750.0,27.05,8.0,3.489,0.039,83.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.7738829999999959
0.7,9.0,0.68,1047.0,15.0,8.0,1.388,0.008,140.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6671569999999948
0.5,3.0,1.89,4884.0,15.0,8.0,2.427,0.037,1370.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.4423404999999974
0.9,3.0,1.29,1847.0,16.0,8.0,2.211,0.021,403.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.446520499999998
0.6,3.0,1.6,7522.0,16.0,8.0,2.263,0.063,2420.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.44451349999999784
1.3,3.0,1.88,5686.0,16.0,8.0,3.25,0.07,1610.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5336724999999963
0.6,3.0,1.35,2927.0,8.0,8.0,1.98,0.03,726.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.4444564999999979
0.5,6.0,1.75,1843.0,17.0,8.0,2.277,0.027,366.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6044929999999947
0.4,2.0,1.79,993.0,16.0,8.0,2.199,0.009,126.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2453000000000001
0.6,5.0,1.7,4760.0,16.0,8.0,2.352,0.052,1320.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5923189999999936
1.1,10.0,2.01,1381.0,16.0,8.0,3.132,0.022,243.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.7405209999999969
12.49,14.1,1.25,4057.0,14.0,8.0,13.933,0.193,2430.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.3014499999999969
0.6,3.0,0.75,642.0,16.0,8.0,1.354,0.004,48.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.43164349999999735
1.975,15.0,2.85,890.0,18.0,7.0,4.849,0.024,122.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.792376000000002
1.924,26.0,2.76,770.0,18.0,7.0,4.706,0.022,123.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8042615000000004
2.586,11.0,4.61,1170.0,19.0,7.0,7.223,0.027,191.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8975720000000068
1.305,2.0,0.64,629.0,18.0,7.0,1.949,0.004,60.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.33867149999999724
1.401,6.0,1.29,513.0,20.0,7.0,2.7,0.009,44.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6303804999999951
1.284,3.0,0.64,661.0,18.0,7.0,1.93,0.006,62.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.455566999999996
0.59,12.0,3.05,825.0,19.0,8.0,3.655,0.015,105.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7433099999999959
1.464,36.0,1.33,902.0,19.0,7.0,2.802,0.008,127.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7155029999999972
0.697,5.0,3.07,2945.0,18.0,8.0,3.805,0.038,733.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6613909999999922
1.529,8.0,1.76,3263.0,16.0,7.0,3.32,0.031,842.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7380114999999988
0.813,29.0,2.21,1494.0,19.0,8.0,3.039,0.016,314.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7541014999999945
1.329,6.0,1.93,2032.0,17.0,8.0,3.285,0.026,449.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.692673499999996
0.405,5.0,3.1,823.0,19.0,7.0,3.517,0.012,86.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6594929999999922
1.002,2.0,1.96,4764.0,20.0,7.0,3.034,0.072,1300.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.34857199999999866
0.671,4.0,2.06,2835.0,19.0,7.0,2.851,0.12,679.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5783349999999947
1.065,5.0,2.42,3641.0,21.0,7.0,3.533,0.048,936.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6663239999999927
0.533,2.0,0.63,661.0,15.0,7.0,1.174,0.011,51.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2561176499999998
0.463,2.0,0.74,592.0,14.0,7.0,1.207,0.004,30.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2497049499999998
0.5,5.0,0.76,615.0,14.0,7.0,1.266,0.006,51.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5897409999999923
0.885,3.0,3.46,1165.0,13.0,8.0,4.356,0.011,206.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5224464999999968
0.782,11.0,2.41,937.0,16.0,8.0,3.206,0.014,147.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7416544999999961
0.548,2.0,1.99,3660.0,22.0,8.0,2.637,0.099,959.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2695041000000006
0.562,2.0,2.62,2356.0,21.0,7.0,3.247,0.065,526.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3159765999999999
0.755,15.0,2.57,911.0,12.0,8.0,3.336,0.011,131.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.7478004999999959
0.465,2.0,1.27,2931.0,12.0,8.0,1.764,0.029,637.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.25238399999999983
0.478,9.0,0.9,895.0,16.0,8.0,1.383,0.005,105.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.665237999999995
1.231,3.0,2.11,3044.0,21.0,8.0,3.38,0.039,715.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5387239999999955
0.534,2.0,1.6,1826.0,17.0,8.0,2.162,0.028,367.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2626559999999999
0.605,2.0,1.95,866.0,17.0,7.0,2.57,0.015,86.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.2685566000000004
0.789,3.0,0.47,6405.0,15.0,8.0,1.372,0.113,8400.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.43139399999999845
0.569,28.0,1.97,1822.0,17.0,8.0,2.626,0.087,1880.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6891289999999948
0.42,5.0,2.01,924.0,17.0,8.0,2.437,0.007,118.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5904349999999935
0.716,3.0,1.77,1997.0,15.0,8.0,2.517,0.031,516.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.44473949999999784
1.172,23.0,2.09,702.0,18.0,8.0,3.278,0.016,105.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7667759999999957
0.599,34.0,1.62,2977.0,16.0,8.0,2.249,0.03,831.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6881309999999946
1.272,2.0,2.51,2736.0,16.0,8.0,3.82,0.038,711.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3885354999999952
0.506,16.0,0.81,748.0,15.0,8.0,1.32,0.004,92.7,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6729189999999948
0.451,4.0,1.43,1209.0,17.0,9.0,1.9,0.019,201.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5681949999999945
0.721,2.0,1.79,802.0,16.0,9.0,2.52,0.009,106.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2736771000000004
0.716,4.0,1.08,1103.0,16.0,9.0,1.831,0.035,515.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5629134999999948
0.711,25.0,1.63,1286.0,23.0,8.0,2.367,0.026,264.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6882489999999947
0.2,4.0,0.78,551.0,17.0,9.0,0.985,0.005,47.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5589764999999933
0.2,3.0,0.39,504.0,17.0,9.0,0.598,0.008,30.3,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.42768899999999765
0.2,3.0,0.58,552.0,16.0,8.0,0.787,0.007,45.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4288924999999973
0.2,12.0,0.98,1238.0,18.0,9.0,1.194,0.014,266.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6641144999999946
0.2,5.0,1.29,685.0,18.0,9.0,1.495,0.005,62.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5879254999999928
0.489,9.0,1.39,711.0,15.0,9.0,1.887,0.008,87.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6676704999999956
0.592,7.0,1.71,1757.0,15.0,9.0,2.328,0.026,406.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6474599999999953
0.838,2.0,0.8,1841.0,13.0,8.0,1.667,0.029,444.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.29019695000000006
0.537,2.0,1.23,1665.0,13.0,8.0,1.794,0.027,381.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.26018299999999983
0.563,2.0,0.76,697.0,11.0,8.0,1.336,0.013,80.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.26167455000000023
1.098,2.0,1.73,2273.0,16.0,8.0,2.903,0.075,591.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.34328649999999833
0.685,2.0,0.75,2667.0,14.0,8.0,1.468,0.033,726.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.26288805000000015
0.74,7.0,0.72,1074.0,12.0,8.0,1.485,0.025,201.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6415689999999948
0.626,2.0,0.88,1131.0,12.0,8.0,1.535,0.029,186.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2628550500000002
0.618,2.0,0.75,1682.0,11.0,8.0,1.399,0.031,398.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2618030500000002
0.51,2.0,0.25,764.0,11.0,8.0,0.766,0.006,85.8,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.25530784999999956
8.354,2.0,0.99,671.0,14.0,9.0,9.35,0.006,37.4,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6658104999999925
0.464,3.0,0.22,555.0,13.0,8.0,0.687,0.003,48.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4340909999999974
0.927,10.0,1.47,655.0,14.0,9.0,2.413,0.016,82.5,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6752194999999962
0.614,2.0,0.42,526.0,12.0,9.0,1.036,0.002,47.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2584617500000001
1.238,62.0,1.96,692.0,12.0,8.0,3.224,0.026,89.6,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7717309999999958
1.022,2.0,0.18,535.0,18.0,9.0,1.207,0.005,32.3,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.30348714999999943
1.837,17.0,0.57,1120.0,7.0,7.0,2.442,0.035,219.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6969404999999989
0.421,14.0,1.1,850.0,9.0,8.0,1.56,0.039,152.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6646644999999961
2.193,15.0,0.14,710.0,10.0,8.0,2.339,0.006,96.1,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7934960000000059
0.2,6.0,2.09,1639.0,11.0,8.0,2.417,0.127,326.0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5982514999999955
0.278,59.0,1.31,698.0,14.0,8.0,1.599,0.011,68.9,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6810014999999948
