,latitude,longitude,pH,Month,Year,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -3day Total,Total Rain (mm) -1day Total,TotalNitrogen,Nitrogen_Kjeldahl,TotalPhosphorus
1743,43.894292013999994,-78.6750209809,8.37,10,2014,2016,0.0,6.6,0.0,1.24,0.5,0.04
1744,43.87148426502804,-79.06518285587957,8.52,12,2016,2016,0.0,0.0,0.0,0.672,0.28,0.0299
1745,43.95051113741628,-79.0852601060121,7.76,4,2015,2016,13.8,43.40000000000001,43.40000000000001,3.758,3.16,0.79
1746,43.9462080141,-78.9036611061,8.45,6,2007,2006,0.0,0.0,0.0,0.964,0.24,0.015
1747,43.9336066389999,-78.9618889811,8.32,11,2008,2006,2.8,16.3,16.3,1.37,0.4,0.035
1748,43.9336066389999,-78.9618889811,8.21,6,2003,2001,0.0,14.2,2.8,1.194,0.39,0.011
1749,43.85091976432907,-79.07581985566414,8.55,10,2017,2016,10.8,10.8,10.8,1.171,0.62,0.01
1753,43.911565263999904,-78.78870535599991,8.19,11,2012,2011,0.0,0.0,0.0,1.663,0.57,0.015
1754,43.911565263999904,-78.78870535599991,8.16,5,2015,2016,0.0,11.8,0.0,0.83,0.53,0.019
1755,43.9698207641,-78.7474947309,8.43,5,2007,2006,0.0,0.0,0.0,0.852,0.23,0.012
1756,43.95051113741628,-79.0852601060121,6.93,12,2018,2016,0.0,0.0,0.0,1.172,0.61,0.0205
1757,43.961447013814315,-79.12565398133975,8.19,5,2015,2016,0.0,0.0,0.0,0.23,0.23,0.014
1758,43.826445953885724,-79.0888364051583,8.18,3,2019,2016,0.0,0.0,0.0,2.642,0.76,0.0458
1759,43.9462080141,-78.9036611061,8.37,9,2003,2001,0.0,0.0,0.0,0.6729999999999999,0.14,0.008
1761,43.8665555139999,-78.83083585599991,8.41,5,2011,2011,24.6,29.200000000000006,24.6,1.194,0.4,0.014
1763,43.8566716389999,-78.96067785609999,8.35,5,2014,2016,1.2,3.2,3.2,0.93,0.45,0.013
1765,43.9462080141,-78.9036611061,8.34,9,2005,2006,20.0,73.2,20.0,1.156,0.32,0.026
1766,43.95051113741628,-79.0852601060121,8.36,12,2015,2016,7.9,8.9,8.3,0.41100000000000003,0.2,0.0125
1768,43.961447014099996,-79.1256539813,8.57,4,2011,2011,14.8,24.200000000000006,14.8,0.38,0.27,0.011
1774,43.85091976432907,-79.07581985566414,8.22,12,2019,2016,1.8,16.2,16.2,3.948,2.23,0.412
1775,43.839189888999904,-79.03983860619991,8.33,3,2014,2016,0.0,2.0,0.0,1.35,0.48,0.028
1776,43.961447014099996,-79.1256539813,8.44,6,2008,2006,0.0,8.4,0.0,0.35800000000000004,0.33,0.012
1781,43.8566716389999,-78.96067785609999,8.16,10,2005,2006,4.2,4.2,4.2,0.89,0.44,0.009000000000000001
1783,43.826445953885724,-79.0888364051583,7.98,1,2018,2016,2.3,17.3,16.8,2.2319999999999998,1.32,0.119
1787,43.86966251719599,-79.07429473168425,8.24,4,2017,2016,0.0,0.0,0.0,0.621,0.46,0.0305
1788,43.911565263999904,-78.78870535599991,8.51,5,2005,2006,0.0,7.3,3.0,1.521,0.66,0.044
1789,43.95051113741628,-79.0852601060121,8.36,6,2018,2016,6.8,6.8,6.8,0.555,0.32,0.0199
1793,43.826445953885724,-79.0888364051583,8.17,6,2017,2016,16.6,39.2,30.8,2.9160000000000004,0.98,0.0489
1795,43.839189888999904,-79.03983860619991,8.41,9,2008,2006,0.0,14.2,0.0,1.127,0.68,0.033
1800,43.8665555139999,-78.83083585599991,8.29,8,2012,2011,0.4,3.0,2.4,1.042,0.28,0.005
1801,43.8681977773999,-78.84614457339991,8.38,6,2014,2016,3.8,4.6,3.8,1.14,0.42,0.065
1802,43.85091976432907,-79.07581985566414,7.8,4,2015,2016,13.8,43.40000000000001,43.40000000000001,3.16,2.12,0.81
1803,43.8566716389999,-78.96067785609999,8.35,7,2007,2006,2.4,2.4,2.4,0.84,0.52,0.036000000000000004
1804,43.95051113741628,-79.0852601060121,8.37,8,2017,2016,0.0,0.2,0.0,0.371,0.21,0.0142
1808,43.9462080141,-78.9036611061,8.33,10,2007,2006,7.8,15.2,15.2,0.949,0.23,0.012
1810,43.907755641700824,-79.07291785615752,8.3,8,2018,2016,0.0,4.0,0.0,1.214,0.65,0.0349
1812,43.9462080141,-78.9036611061,8.39,4,2008,2006,0.0,0.0,0.0,1.5659999999999998,0.29,0.022
1813,43.87148426502804,-79.06518285587957,8.31,10,2019,2016,11.4,11.4,11.4,1.021,0.66,0.0285
1817,43.8665555139999,-78.83083585599991,8.24,10,2004,2006,0.0,0.4,0.0,1.1509999999999998,0.29,0.023
1819,43.8566716389999,-78.96067785609999,8.36,6,2003,2001,0.0,14.2,2.8,1.339,0.54,0.033
1820,43.95051113741628,-79.0852601060121,8.57,10,2015,2016,8.4,11.0,8.4,0.341,0.2,0.0121
1821,43.87148426502804,-79.06518285587957,8.76,5,2019,2016,5.5,15.9,15.9,1.014,0.63,0.0727
1822,43.9698207641,-78.7474947309,8.41,8,2008,2006,6.8,60.8,7.6,1.4480000000000002,0.52,0.032
1823,43.9462080141,-78.9036611061,8.21,6,2003,2001,0.0,14.2,2.8,0.871,0.28,0.012
1826,43.907755641700824,-79.07291785615752,8.14,3,2017,2016,1.0,1.0,1.0,1.2009999999999998,0.29,0.0198
1828,43.866872015284024,-79.08601360640442,8.3,7,2018,2016,9.5,49.1,12.5,1.048,0.66,0.027000000000000003
1829,43.903646124282595,-79.02242423756033,7.78,6,2018,2016,6.8,6.8,6.8,0.7140000000000001,0.67,0.0192
1830,43.826445953885724,-79.0888364051583,8.04,5,2016,2016,0.0,11.0,9.0,1.706,0.67,0.0259
1833,43.894292013999994,-78.6750209809,8.32,9,2013,2011,0.0,4.4,0.0,1.28,0.05,0.047
1835,43.9698207641,-78.7474947309,8.46,10,2004,2006,0.0,0.4,0.0,0.6930000000000001,0.15,0.016
1837,43.87148426502804,-79.06518285587957,8.4,5,2017,2016,0.0,1.1,0.6,0.5810000000000001,0.39,0.0118
1838,43.8566716389999,-78.96067785609999,8.34,7,2010,2011,0.0,16.0,0.0,1.1,0.58,0.036000000000000004
1839,43.961447014099996,-79.1256539813,8.38,11,2005,2006,0.0,0.0,0.0,0.433,0.3,0.013
1842,43.9462080141,-78.9036611061,8.39,6,2010,2011,3.4,3.8,3.4,1.095,0.26,0.014
1843,43.88073326399999,-78.821483231,8.22,9,2007,2006,29.0,29.0,29.0,2.127,0.79,0.029
1845,43.8665555139999,-78.83083585599991,8.19,4,2013,2011,0.4,1.0,0.4,1.364,0.43,0.015
1846,43.88073326399999,-78.821483231,7.72,7,2014,2016,2.2,14.4,14.4,2.03,0.96,0.155
1848,43.85091976432907,-79.07581985566414,8.34,7,2015,2016,0.6,9.0,1.2,0.986,0.53,0.0138
1852,43.839189888999904,-79.03983860619991,8.44,8,2003,2001,0.0,11.4,0.0,0.647,0.4,0.038
1854,43.839189888999904,-79.03983860619991,8.46,5,2010,2011,0.0,0.0,0.0,0.7270000000000001,0.4,0.112
1855,43.9336066389999,-78.9618889811,8.25,5,2015,2016,0.0,11.8,0.0,0.6,0.24,0.013
1856,43.903646124282595,-79.02242423756033,7.73,9,2018,2016,6.6,27.6,27.6,0.7340000000000001,0.71,0.0312
1857,43.961447014099996,-79.1256539813,8.39,4,2009,2011,0.0,27.1,3.1,0.611,0.31,0.014
1858,43.803681746598656,-79.11029851493568,8.24,2,2017,2016,2.8,2.8,2.8,4.880999999999999,0.69,0.0145
1859,43.961447014099996,-79.1256539813,8.34,10,2008,2006,4.9,16.1,6.1000000000000005,0.44799999999999995,0.35,0.011
1860,43.826445953885724,-79.0888364051583,8.16,12,2019,2016,1.8,16.2,16.2,1.821,0.91,0.0419
1863,43.88073326399999,-78.821483231,8.1,9,2006,2006,9.1,17.9,17.9,2.147,1.11,0.187
1864,43.850919791345994,-79.07581985603937,8.22,3,2017,2016,1.0,1.0,1.0,1.361,0.25,0.0842
1867,43.961447014099996,-79.1256539813,8.38,11,2011,2011,4.4,11.6,11.6,0.7410000000000001,0.56,0.079
1868,43.911565263999904,-78.78870535599991,8.37,6,2005,2006,0.0,0.0,0.0,1.3229999999999995,0.57,0.078
1870,43.907755641700824,-79.07291785615752,8.24,4,2017,2016,0.0,0.0,0.0,0.7909999999999999,0.24,0.03
1871,43.911565263999904,-78.78870535599991,8.24,8,2009,2011,0.0,35.6,9.0,1.2559999999999998,0.74,0.062
1872,43.866872015284024,-79.08601360640442,8.4,4,2017,2016,0.0,0.0,0.0,0.4610000000000001,0.28,0.0146
1873,43.903646124282595,-79.02242423756033,7.83,8,2019,2016,0.2,16.599999999999998,5.2,0.654,0.61,0.0221
1874,43.839189888999904,-79.03983860619991,8.36,10,2014,2016,3.3,24.5,22.3,0.9,0.62,0.034
1875,43.911565263999904,-78.78870535599991,8.51,10,2004,2006,0.0,0.4,0.0,1.46,0.52,0.056
1876,43.88073326399999,-78.821483231,8.4,9,2014,2016,5.2,7.2,5.2,2.01,0.76,0.028
1878,43.911565263999904,-78.78870535599991,8.21,9,2010,2011,0.0,10.8,0.0,1.081,0.54,0.039
1881,43.839189888999904,-79.03983860619991,8.35,12,2014,2016,1.2,6.6,2.0,1.18,0.62,0.012
1884,43.95051113741628,-79.0852601060121,8.36,7,2015,2016,0.6,9.0,1.2,0.364,0.2,0.0109
1886,43.839189888999904,-79.03983860619991,8.4,9,2006,2006,0.0,19.0,0.0,0.647,0.31,0.016
1890,43.839189888999904,-79.03983860619991,8.32,11,2014,2016,0.0,5.0,5.0,0.83,0.33,0.011
1892,43.9462080141,-78.9036611061,8.28,5,2007,2006,0.0,0.0,0.0,1.023,0.26,0.008
1895,43.9336066389999,-78.9618889811,8.45,8,2005,2006,0.0,0.6,0.0,1.004,0.27,0.018000000000000002
1899,43.894292013999994,-78.6750209809,8.33,10,2010,2011,6.0,6.0,6.0,0.9440000000000001,0.26,0.014
1906,43.839189888999904,-79.03983860619991,8.35,5,2014,2016,0.0,0.8,0.2,0.56,0.37,0.012
1908,43.907755641700824,-79.07291785615752,7.27,10,2018,2016,0.0,0.0,0.0,1.381,0.51,0.0341
1909,43.8665555139999,-78.83083585599991,8.27,8,2004,2006,0.0,0.0,0.0,0.897,0.25,0.023
1910,43.839189888999904,-79.03983860619991,8.53,7,2007,2006,0.0,2.4,0.0,0.3640000000000001,0.28,0.017
1912,43.894292013999994,-78.6750209809,8.42,8,2005,2006,0.0,1.5,0.0,0.588,0.19,0.006
1913,43.87148426502804,-79.06518285587957,8.43,8,2015,2016,0.0,10.4,0.0,0.371,0.2,0.0178
1916,43.9698207641,-78.7474947309,8.47,9,2006,2006,9.1,17.9,17.9,0.8400000000000001,0.28,0.031
1917,43.839189888999904,-79.03983860619991,8.21,2,2012,2011,0.0,0.0,0.0,1.122,0.35,0.025
1919,43.961447014099996,-79.1256539813,8.44,4,2007,2006,0.0,5.5,0.0,0.546,0.34,0.014
1923,43.86966251719599,-79.07429473168425,8.24,3,2017,2016,1.0,1.0,1.0,0.971,0.41,0.0366
1924,43.9462080141,-78.9036611061,8.27,9,2009,2011,0.0,0.0,0.0,0.982,0.17,0.008
1927,43.961447014099996,-79.1256539813,8.52,10,2006,2006,0.0,22.4,3.1,0.846,0.48,0.039
1928,43.88073326399999,-78.821483231,8.17,10,2009,2011,0.0,0.0,0.0,1.919,0.25,0.005
1930,43.866872015284024,-79.08601360640442,8.31,8,2018,2016,0.0,16.4,16.4,1.06,0.69,0.256
1931,43.961447014099996,-79.1256539813,8.68,7,2011,2011,0.0,0.4,0.0,0.354,0.24,0.025
1932,43.8665555139999,-78.83083585599991,8.14,5,2012,2011,0.0,0.0,0.0,1.295,0.54,0.02
1934,43.9698207641,-78.7474947309,7.7,8,2014,2016,0.0,0.0,0.0,0.68,0.22,0.015
1937,43.839189888999904,-79.03983860619991,8.29,10,2008,2006,2.8,12.2,6.4,0.9229999999999999,0.41,0.02
1939,43.8665555139999,-78.83083585599991,8.32,4,2009,2011,5.1,25.1,5.1,1.7180000000000002,0.45,0.031
1940,43.839189888999904,-79.03983860619991,8.39,7,2009,2011,0.8,4.1,0.8,0.595,0.26,0.012
1941,43.8566716389999,-78.96067785609999,8.34,5,2005,2006,0.0,6.800000000000002,1.4,1.135,0.54,0.026
1943,43.826445953885724,-79.0888364051583,8.15,9,2017,2016,0.0,0.8,0.8,2.431,0.79,0.0243
1945,43.87148426502804,-79.06518285587957,6.79,12,2018,2016,0.0,0.0,0.0,1.024,0.44,0.0444
1949,43.903646124282595,-79.02242423756033,8.36,8,2018,2016,0.0,4.0,0.0,1.234,1.1,0.0456
1951,43.911565263999904,-78.78870535599991,8.27,10,2010,2011,6.0,6.0,6.0,1.012,0.53,0.028
1955,43.86966251719599,-79.07429473168425,6.04,4,2019,2016,6.0,51.8,6.0,1.321,0.93,0.0339
1956,43.911565263999904,-78.78870535599991,8.16,8,2012,2011,0.4,3.0,2.4,1.1869999999999998,0.61,0.046
1958,43.961447014099996,-79.1256539813,8.11,8,2014,2016,0.0,6.0,0.0,0.42,0.35,0.019
1962,43.9698207641,-78.7474947309,8.49,7,2006,2006,0.6,2.0,0.6,0.68,0.15,0.014
1963,43.95051113741628,-79.0852601060121,8.62,8,2016,2016,0.0,14.0,0.0,0.391,0.2,0.0149
1964,43.9462080141,-78.9036611061,8.35,9,2013,2011,0.0,4.4,0.0,0.98,0.05,0.012
1965,43.88073326399999,-78.821483231,8.02,5,2012,2011,0.0,0.0,0.0,1.899,0.54,0.026
1967,43.911565263999904,-78.78870535599991,8.2,9,2006,2006,9.1,17.9,17.9,1.229,0.61,0.071
1968,43.839189888999904,-79.03983860619991,8.37,5,2008,2006,0.0,0.0,0.0,0.639,0.28,0.011
1969,43.88073326399999,-78.821483231,8.41,10,2008,2006,0.0,19.2,3.4,1.796,0.61,0.024
1970,43.8665555139999,-78.83083585599991,8.26,9,2005,2006,20.4,84.80000000000003,20.4,1.7630000000000001,0.61,0.041
1971,43.961447014099996,-79.1256539813,8.48,6,2005,2006,0.0,1.7,0.0,0.5720000000000001,0.3,0.015
1974,43.903646124282595,-79.02242423756033,6.76,12,2018,2016,0.0,0.0,0.0,2.927,0.6,0.0214
1975,43.839189888999904,-79.03983860619991,8.36,9,2010,2011,10.0,10.8,10.8,0.765,0.37,0.02
1978,43.866872015284024,-79.08601360640442,8.45,6,2017,2016,14.2,25.6,16.0,0.491,0.35,0.0174
1979,43.961447014099996,-79.1256539813,8.38,8,2011,2011,0.0,5.4,0.0,0.319,0.2,0.021
1983,43.903646124282595,-79.02242423756033,7.81,11,2018,2016,0.0,15.6,0.0,2.2840000000000003,0.77,0.0317
1984,43.88073326399999,-78.821483231,8.25,7,2005,2006,0.0,9.9,1.9,1.267,0.53,0.043
1985,43.87148426502804,-79.06518285587957,8.43,5,2016,2016,9.0,13.6,9.0,0.631,0.4,0.01
1987,43.9336066389999,-78.9618889811,8.33,10,2009,2011,0.0,0.0,0.0,0.97,0.27,0.003
1988,43.85091976432907,-79.07581985566414,8.27,5,2015,2016,0.0,0.0,0.0,0.675,0.37,0.018000000000000002
1989,43.88073326399999,-78.821483231,8.45,5,2011,2011,24.6,29.200000000000006,24.6,1.6780000000000002,0.57,0.017
1991,43.87148426502804,-79.06518285587957,8.57,10,2015,2016,8.4,11.0,8.4,0.461,0.2,0.0168
1993,43.826445953885724,-79.0888364051583,8.13,1,2017,2016,0.6,0.6,0.6,1.7909999999999997,0.38,0.0153
1994,43.88073326399999,-78.821483231,8.31,10,2003,2001,0.0,0.4,0.0,2.47,0.73,0.018000000000000002
1995,43.8566716389999,-78.96067785609999,8.31,9,2010,2011,0.0,10.8,0.0,0.983,0.45,0.028
1996,43.961447014099996,-79.1256539813,8.47,8,2008,2006,0.0,5.3,0.0,0.491,0.43,0.015
1998,43.894292013999994,-78.6750209809,8.44,8,2008,2006,6.8,60.8,7.6,2.123,0.69,0.029
1999,43.866872015284024,-79.08601360640442,8.34,10,2019,2016,11.4,11.4,11.4,0.494,0.44,0.014
2000,43.826445953885724,-79.0888364051583,8.13,3,2018,2016,0.0,0.0,0.0,2.552,0.54,0.0157
2003,43.9698207641,-78.7474947309,8.31,11,2010,2011,0.0,4.6,4.6,0.8590000000000001,0.2,0.008
2004,43.961447014099996,-79.1256539813,8.38,5,2005,2006,0.0,0.0,0.0,0.30600000000000005,0.27,0.014
2005,43.839189888999904,-79.03983860619991,8.26,4,2005,2006,0.0,0.0,0.0,1.09,0.29,0.021
2006,43.86966251719599,-79.07429473168425,8.59,5,2019,2016,5.5,15.9,15.9,0.901,0.75,0.0412
2007,43.8665555139999,-78.83083585599991,8.26,9,2009,2011,0.0,0.0,0.0,1.122,0.26,0.011
2008,43.961447014099996,-79.1256539813,8.31,10,2010,2011,0.2,0.2,0.2,0.353,0.25,0.013
2009,43.961447014099996,-79.1256539813,8.32,7,2002,2001,0.0,58.2,26.0,0.993,0.67,0.042
2010,43.86966251719599,-79.07429473168425,8.31,7,2019,2016,0.0,96.0,0.0,1.211,1.1,0.0581
2012,43.88073326399999,-78.821483231,8.14,6,2013,2011,0.0,38.8,3.6,2.05,0.78,0.058
2014,43.8566716389999,-78.96067785609999,8.25,11,2012,2011,0.0,0.0,0.0,1.5139999999999998,0.38,0.032
2016,43.9462080141,-78.9036611061,8.34,6,2005,2006,0.0,0.0,0.0,0.7709999999999999,0.21,0.015
2018,43.8665555139999,-78.83083585599991,8.41,7,2007,2006,2.4,2.4,2.4,0.962,0.36,0.023
2020,43.803681746598656,-79.11029851493568,8.2,1,2017,2016,0.0,0.6,0.3,5.091,0.42,0.0213
2021,43.88073326399999,-78.821483231,8.16,7,2009,2011,0.0,2.1,2.1,1.949,0.5,0.033
2024,43.85091976432907,-79.07581985566414,8.4,5,2017,2016,0.0,1.1,0.6,0.971,0.45,0.0136
2025,43.911565263999904,-78.78870535599991,8.33,10,2003,2001,0.0,0.4,0.0,1.7269999999999999,0.65,0.075
2026,43.88073326399999,-78.821483231,8.18,9,2003,2001,0.0,0.0,0.0,2.024,0.58,0.029
2027,43.961447013814315,-79.12565398133975,8.1,12,2015,2016,5.4,5.800000000000002,5.800000000000002,0.341,0.24,0.01
2029,43.8566716389999,-78.96067785609999,8.48,7,2012,2011,0.0,0.0,0.0,0.6509999999999999,0.45,0.03
2030,43.9462080141,-78.9036611061,8.49,7,2012,2011,0.0,0.0,0.0,0.964,0.21,0.012
2031,43.9462080141,-78.9036611061,8.36,4,2013,2011,0.4,1.0,0.4,1.21,0.28,0.014
2032,43.8665555139999,-78.83083585599991,8.32,8,2011,2011,0.0,15.6,0.0,1.093,0.36,0.027000000000000003
2038,43.87148426502804,-79.06518285587957,8.43,6,2018,2016,6.8,6.8,6.8,0.627,0.43,0.0306
2039,43.87148426502804,-79.06518285587957,8.4,9,2015,2016,0.0,34.6,24.2,0.765,0.51,0.0756
2040,43.961447014099996,-79.1256539813,8.32,9,2011,2011,0.0,20.8,20.8,0.727,0.63,0.076
2045,43.907755641700824,-79.07291785615752,8.15,12,2019,2016,1.8,16.2,16.2,2.039,1.33,0.11
2046,43.85091976432907,-79.07581985566414,8.4,4,2017,2016,0.0,0.0,0.0,1.1609999999999998,0.45,0.0183
2048,43.9698207641,-78.7474947309,8.43,10,2007,2006,7.8,15.2,15.2,0.716,0.23,0.017
2049,43.95051113741628,-79.0852601060121,8.4,5,2017,2016,0.0,1.1,0.6,0.41100000000000003,0.27,0.01
2051,43.839189888999904,-79.03983860619991,8.42,8,2013,2011,0.0,0.0,0.0,0.48,0.3,0.013
2052,43.9462080141,-78.9036611061,8.34,8,2009,2011,0.0,35.6,9.0,1.206,0.35,0.021
2055,43.86966251719599,-79.07429473168425,8.16,1,2018,2016,14.5,15.0,15.0,1.651,0.74,0.0147
2059,43.839189888999904,-79.03983860619991,8.26,1,2013,2011,0.0,0.0,0.0,1.1749999999999998,0.15,0.018000000000000002
2060,43.911565263999904,-78.78870535599991,8.47,11,2007,2006,0.0,3.0,3.0,2.148,0.62,0.04
2061,43.894292013999994,-78.6750209809,8.46,4,2014,2016,0.0,8.2,6.0,1.46,0.28,0.029
2062,43.85091976432907,-79.07581985566414,7.94,1,2015,2016,0.0,1.8,0.8,1.76,0.56,0.013
2068,43.839189888999904,-79.03983860619991,8.35,1,2012,2011,0.0,14.8,2.6,1.412,0.64,0.124
2069,43.9462080141,-78.9036611061,8.35,8,2006,2006,3.4,3.4,3.4,0.883,0.15,0.011
2070,43.961447014099996,-79.1256539813,8.5,9,2005,2006,0.0,1.0,1.0,0.40700000000000003,0.34,0.034
2071,43.9462080141,-78.9036611061,8.37,11,2010,2011,0.0,4.6,4.6,1.611,0.62,0.005
2073,43.894292013999994,-78.6750209809,8.51,7,2012,2011,0.0,0.0,0.0,0.726,0.23,0.011
2074,43.894292013999994,-78.6750209809,8.4,8,2010,2011,0.0,16.2,12.6,0.85,0.27,0.01
2075,43.961447014099996,-79.1256539813,8.38,6,2009,2011,0.0,29.0,0.0,0.483,0.35,0.017
2077,43.866872015284024,-79.08601360640442,8.77,5,2019,2016,5.5,15.9,15.9,0.8140000000000001,0.54,0.0377
2078,43.826445953885724,-79.0888364051583,7.88,7,2015,2016,0.0,1.6,0.6,2.206,0.61,0.0224
2081,43.839189888999904,-79.03983860619991,7.92,2,2015,2016,0.0,0.0,0.0,1.09,0.32,0.014
2082,43.961447014099996,-79.1256539813,8.3,5,2003,2001,11.8,11.8,11.8,0.885,0.44,0.021
2089,43.911565263999904,-78.78870535599991,7.89,7,2014,2016,2.2,14.4,14.4,0.9,0.42,0.04
2094,43.911565263999904,-78.78870535599991,8.27,7,2005,2006,0.0,9.9,1.9,1.5179999999999998,0.61,0.099
2097,43.9336066389999,-78.9618889811,8.42,8,2008,2006,6.8,60.8,7.6,1.5490000000000002,0.68,0.026
2101,43.803681746598656,-79.11029851493568,7.97,6,2018,2016,0.0,12.2,12.2,1.922,1.1,0.0371
2103,43.803681746598656,-79.11029851493568,7.42,11,2018,2016,0.0,0.0,0.0,3.3760000000000003,0.58,0.0225
2107,43.9336066389999,-78.9618889811,8.36,9,2013,2011,0.0,4.4,0.0,0.61,0.05,0.016
2109,43.8665555139999,-78.83083585599991,8.29,9,2010,2011,0.0,10.8,0.0,1.3419999999999999,0.53,0.048
2110,43.95051113741628,-79.0852601060121,8.35,11,2015,2016,0.0,1.4,0.0,0.371,0.2,0.01
2111,43.961447014099996,-79.1256539813,8.55,6,2011,2011,25.8,25.8,25.8,0.35600000000000004,0.27,0.018000000000000002
2112,43.8566716389999,-78.96067785609999,8.19,5,2013,2011,2.4,2.4,2.4,1.3730000000000002,0.85,0.073
2113,43.839189888999904,-79.03983860619991,8.42,9,2004,2006,0.0,0.0,0.0,0.779,0.27,0.01
2114,43.907755641700824,-79.07291785615752,8.31,3,2019,2016,0.0,0.0,0.0,1.141,0.68,0.0675
2115,43.85091976432907,-79.07581985566414,8.43,7,2016,2016,0.0,0.0,0.0,0.491,0.32,0.01
2116,43.9336066389999,-78.9618889811,8.31,4,2012,2011,0.0,9.8,0.6,0.8160000000000001,0.3,0.012
2118,43.86966251719599,-79.07429473168425,8.28,6,2017,2016,14.2,25.6,16.0,0.741,0.63,0.03
2119,43.839189888999904,-79.03983860619991,8.27,10,2003,2001,0.0,5.4,0.4,1.1109999999999998,0.37,0.017
2120,43.8665555139999,-78.83083585599991,8.31,5,2009,2011,3.8,3.8,3.8,1.3880000000000001,0.29,0.008
2122,43.87148426502804,-79.06518285587957,8.75,8,2016,2016,0.0,14.0,0.0,0.281,0.2,0.0118
2123,43.894292013999994,-78.6750209809,8.43,9,2008,2006,0.3,25.6,14.4,1.339,0.52,0.06
2125,43.803681746598656,-79.11029851493568,8.26,6,2019,2016,0.0,1.0,0.0,2.2359999999999998,0.74,0.0237
2129,43.911565263999904,-78.78870535599991,8.3,7,2012,2011,0.0,0.0,0.0,1.414,0.73,0.071
2130,43.9336066389999,-78.9618889811,8.73,9,2011,2011,18.0,18.0,18.0,0.718,0.3,0.021
2134,43.9336066389999,-78.9618889811,8.36,10,2010,2011,6.0,6.0,6.0,0.8989999999999999,0.33,0.008
2136,43.95051113741628,-79.0852601060121,8.4,8,2015,2016,0.0,10.4,0.0,0.361,0.2,0.0156
2137,43.8665555139999,-78.83083585599991,8.31,8,2005,2006,0.0,1.5,0.0,0.6409999999999999,0.24,0.019
2140,43.961447013814315,-79.12565398133975,6.85,12,2018,2016,0.0,0.0,0.0,0.8620000000000001,0.46,0.0212
2142,43.86966251719599,-79.07429473168425,8.66,12,2017,2016,4.0,4.0,4.0,0.9109999999999999,0.58,0.0129
2144,43.961447013814315,-79.12565398133975,8.65,12,2016,2016,0.0,0.0,0.0,0.12,0.23,0.0115666666666666
2145,43.8566716389999,-78.96067785609999,8.34,9,2004,2006,0.0,0.0,0.0,1.008,0.55,0.019
2146,43.894292013999994,-78.6750209809,8.34,5,2013,2011,2.4,2.4,2.4,1.336,0.65,0.117
2147,43.894292013999994,-78.6750209809,8.32,10,2013,2011,6.2,16.8,6.2,0.98,0.61,0.037000000000000005
2148,43.839189888999904,-79.03983860619991,8.44,4,2004,2006,0.0,12.6,11.4,2.0380000000000003,1.09,0.32
2150,43.961447014099996,-79.1256539813,8.54,4,2004,2006,0.0,12.6,11.4,1.012,0.57,0.049
2151,43.85091976432907,-79.07581985566414,8.25,1,2016,2016,0.0,9.4,0.0,1.6109999999999998,0.46,0.0118
2152,43.8665555139999,-78.83083585599991,7.91,10,2007,2006,7.8,15.2,15.2,2.022,1.02,0.115
2153,43.8665555139999,-78.83083585599991,8.3,10,2008,2006,0.0,19.2,3.4,1.224,0.36,0.013
2154,43.86966251719599,-79.07429473168425,8.31,3,2018,2016,0.0,0.0,0.0,0.981,0.58,0.02
2159,43.8665555139999,-78.83083585599991,8.21,5,2005,2006,0.0,7.3,3.0,1.21,0.38,0.014
2163,43.803681746598656,-79.11029851493568,8.32,3,2018,2016,0.0,0.0,0.0,2.061,0.54,0.0117
2164,43.907755641700824,-79.07291785615752,8.25,11,2017,2016,0.0,15.3,0.4,1.153,0.38,0.0355
2165,43.86966251719599,-79.07429473168425,8.32,10,2017,2016,10.8,10.8,10.8,0.7659999999999999,0.7,0.0149
2167,43.803681746598656,-79.11029851493568,6.88,12,2018,2016,0.0,0.0,0.0,3.3680000000000003,1.31,0.0227
2169,43.961447014099996,-79.1256539813,8.3,5,2013,2011,2.2,28.0,20.4,0.59,0.5,0.032
2171,43.9698207641,-78.7474947309,8.31,8,2009,2011,0.0,35.6,9.0,1.041,0.46,0.051
2172,43.8566716389999,-78.96067785609999,8.33,7,2006,2006,0.6,2.0,0.6,0.912,0.46,0.031
2173,43.961447013814315,-79.12565398133975,7.8,2,2018,2016,10.0,19.4,19.4,1.14,2.17,0.2565
2174,43.9698207641,-78.7474947309,8.45,7,2012,2011,0.0,0.0,0.0,0.8079999999999999,0.18,0.017
2176,43.894292013999994,-78.6750209809,8.42,6,2006,2006,1.0,18.8,2.8,0.8969999999999999,0.31,0.036000000000000004
2177,43.903646124282595,-79.02242423756033,8.27,6,2017,2016,14.2,25.6,16.0,0.7460000000000001,0.68,0.0167
2178,43.9698207641,-78.7474947309,8.44,7,2003,2001,0.0,3.2,0.0,0.77,0.23,0.027000000000000003
2180,43.9336066389999,-78.9618889811,8.29,5,2007,2006,0.0,0.0,0.0,1.015,0.31,0.008
2184,43.894292013999994,-78.6750209809,8.41,6,2009,2011,0.0,0.0,0.0,1.011,0.34,0.02
2185,43.839189888999904,-79.03983860619991,8.47,10,2012,2011,0.0,10.4,0.0,0.532,0.18,0.002
2186,43.911565263999904,-78.78870535599991,8.32,5,2009,2011,3.8,3.8,3.8,1.3889999999999998,0.59,0.022
